Name,Country,Owner,Use,Purpose,OrbitClass,Perigee,Apogee,Period,Mass,LaunchDate,COSPAR,NORAD,Comments
STARS-C Oyaki,Japan,Shizuoka University,Civil,Technology Development,LEO,400,406,92.62,,12/19/16,1998-067KR,41895,Consists of two satellites tethered. Technology development of tether and dynamic motion analysis.
STPSat-2 (USA 217),USA,USAF Space Test Program,Military,Technology Development,LEO,650,650,97.73,180,11/20/10,2010-062A,37222,Two top-priority investigations from the miltary's Space Experiment Review Board.
STPSat-3 (Space Test Program Satellite-3),USA,US Air Force,Military,Technology Development,LEO,497,507,94.66,137,11/19/13,2013-064A,39380,"Carries 5 packages for Air Force, Army, Navy NASA/NOAA."
"STRaND-1 (Surrey Training, Research and Nanosatellite Demonstrator 1)",United Kingdom,Surrey Satellite Technologies Ltd. (),Commercial,Technology Development,LEO,772,783,100.4,4,2/25/13,2013-009E,39090,"Will demonstrate the feasibility of using cheap smartphone electronics to control a spacecraft. Shut down in March after launch, but started up again in July, 2013."
Strela 3 (Cosmos 2385),Russia,Ministry of Defense,Military,Communications,LEO,1417,1425,114.2,225,12/27/01,2001-058B,27056,Satellites have a single simultaneous earth-space and space-earth channel.
Strela 3 (Cosmos 2386),Russia,Ministry of Defense,Military,Communications,LEO,1415,1419,114.2,225,12/27/01,2001-058C,27057,Satellites have a single simultaneous earth-space and space-earth channel.
Strela 3 (Cosmos 2390),Russia,Ministry of Defense,Military,Communications,LEO,1468,1506,115.7,225,7/8/02,2002-036A,27464,Store-dump communications for Russian government and military.
Strela 3 (Cosmos 2391),Russia,Ministry of Defense,Military,Communications,LEO,1466,1506,115.7,225,7/8/02,2002-036B,27465,Store-dump communications for Russian government and military.
Strela 3 (Cosmos 2400),Russia,Ministry of Defense,Military,Communications,LEO,1467,1503,115.7,225,8/19/03,2003-037A,27868,Store-dump communications for Russian government and military.
Strela 3 (Cosmos 2401),Russia,Ministry of Defense,Military,Communications,LEO,1465,1502,115.6,225,8/19/03,2003-037B,27869,Store-dump communications for Russian government and military.
Strela 3 (Cosmos 2408),Russia,Ministry of Defense,Military,Communications,LEO,1471,1495,115.5,225,9/23/04,2004-037A,28419,Store-dump communications for Russian government and military.
Strela 3 (Cosmos 2409),Russia,Ministry of Defense,Military,Communications,LEO,1474,1495,115.6,225,9/23/04,2004-037B,28420,Store-dump communications for Russian government and military.
STSat-2C,South Korea,Korea Aerospace Research Institute (KARI),Government,Technology Development,LEO,298,1482,102.77,93,1/30/13,2013-003A,39068,Demonstration satellite for solar observation.
STSat-3,South Korea,Korea Aerospace Research Institute (KARI),Government,Technology Development,LEO,593,626,96.88,150,11/21/13,2013-066G,39422,Science satellite carrying two sensors -- MIRIS and COMIS.
"STSS ATRR (Space Tracking and Surveillance System Advanced Technology Risk Reduction Satellite, USA 205)",USA,Missile Defense Agency (MDA),Military,Technology Development,LEO,867,879,102.41,,5/5/09,2009-023A,34903,Detect and track missile flights.
STSS Demo-1 (Space Tracking and Surveillance System Demonstrator),USA,Missile Defense Agency (MDA),Military,Technology Development,LEO,1347,1352,112.68,2240,9/25/09,2009-052A,35937,Use sensors on the two spacecraft to track ballistic missiles.
STSS Demo-2 (Space Tracking and Surveillance System Demonstrator),USA,Missile Defense Agency (MDA),Military,Technology Development,LEO,1339,1351,112.58,2240,9/25/09,2009-052B,35938,Dathfinusrs for Missile Defense Ggency's 200 Capellite LEO minstellation.
Suchai (Satellite of the University of Chile for Aerospace Investigation),Chile,University of Chile,Civil,Technology Development,LEO,496,512,94.6,1,6/23/17,2017-036Z,42788,Technology demonstration built by students.
Superbird 7 (Superbird C2),Japan,Sky Perfect JSAT Corporation,Commercial,Communications,GEO,35778,35794,1436.1,5000,8/14/08,2008-038A,33274,"28 Ku-band transponders to provide internet and television services to Japan, East Asia, and the Pacific region."
Superbird-B2 (Superbird 4),Japan,Sky Perfect JSAT Corporation,Commercial,Communications,GEO,35779,35793,1436.09,4051,2/18/00,2000-012A,26095,"23 Ku-band, 6 Ka-band; Japan, Okinawa; business communications."
Superview 1-01 (GaoJing 1-01),China,Siwei Star Co. Ltd.,Commercial,Earth Observation,LEO,530,530,95.1,560,12/28/16,2016-083A,41907,China's first commecial earth imaging satellites.
Superview 1-02 (GaoJing 1-02),China,Siwei Star Co. Ltd.,Commercial,Earth Observation,LEO,530,530,95.1,560,12/28/16,2016-083B,41908,
SWARM-A,ESA,European Space Agency (ESA),Government,Earth Observation,LEO,473,476,93.9,468,11/22/13,2013-067B,39452,"Survey the Earth's geomagnetic field, and measure changes over time, in order to improve understanding the Earth's interior and the physics of the magnetosphere."
SWARM-B,ESA,European Space Agency (ESA),Government,Earth Observation,LEO,473,476,93.9,468,11/22/13,2013-067A,39451,"Survey the Earth's geomagnetic field, and measure changes over time, in order to improve understanding the Earth's interior and the physics of the magnetosphere."
SWARM-C,ESA,European Space Agency (ESA),Government,Earth Observation,LEO,486,496,94,468,11/22/13,2013-067C,39453,"Survey the Earth's geomagnetic field, and measure changes over time, in order to improve understanding the Earth's interior and the physics of the magnetosphere."
Swayam,India,"College of Engineering, Pune",Civil,Technology Development,LEO,500,518,94.7,1,6/22/16,2016-040J,41607,Development of two-way communication system.
Swift ,USA/United Kingdom/Italy,Goddard Space Flight Center/Penn State University,Government/Civil,Space Science,LEO,571,590,96.3,1463,11/20/04,2004-047A,28485,Multi-wavelength observatory for study of gamma-ray burst (GRB) science; mission life 2 yrs.
SwissCube,Switzerland,Ecole Polytechnique Fédérale de Lausanne (EPFL),Civil,Technology Development,LEO,710,720,99.1,1,9/23/09,2009-051B,35932,Overall SwissCube project development is primarily to educate students in space technologies and space system engineering. Official mission completed; satellite turned over to amateur community.
Syracuse 3A (Systeme de Radio Communications Utilisant un Satellite),France,Defense Ministry,Military,Communications,GEO,35778,35792,1436.06,3725,10/13/05,2005-041B,28885,Military communications; designed to integrate with UK's Skynet and Italy's Sicral.
Syracuse 3B (Systeme de Radio Communications Utilisant un Satellite),France,Defense Ministry,Military,Communications,GEO,35772,35801,1436.09,3750,8/11/06,2006-033B,29273,Completes Syracuse III system; voice communication and secure data transmission; can be integrated with NATO and German military satellites.
TacSat 4,USA,Naval Research Laboratory,Military,Technology Development,Elliptical,658,11836,235.16,450,9/27/11,2011-052A,37818,10 Ultra High Frequency (UHF) channels; allows forward deployed troops to communicate using existing hand-held radios without the need to stop and point an antenna towards the satellite
TacSat 6,USA,Operational Responsive Space (ORS) Office,Military,Technology Development,LEO,443,886,98,,12/5/13,2013-072M,39473,
TanDEM-X (TerraSAR-X add-on for Digital Elevation Measurement),Germany,German Aerospace Center (DLR)/Astrium,Government,Earth Observation,LEO,507,510,94.8,1350,6/21/10,2010-030A,36605,Will survey all 150 million square kilometers of earth surface. Works with TerraSAR-X for first three years.
"Tango (part of Cluster quartet, Cluster 2 FM8)",ESA,European Space Agency (and 250 international scientific investigators),Government,Space Science,Elliptical,17313,120961,3442,1200,8/9/00,2000-045B,26464,"Collection of four spacecraft flying in formation around the earth, relaying detailed information about solar wind's affect on our planet in three dimensions."
"TanSat (Tan Weixing, Carbon Satellite)",China,China Meteorological Administration,Government,Earth Observation,LEO,690,718,98.86,620,12/21/16,2016-081A,41898,Carbon dioxide monitoring satellite.
Tanyusha YuZGU-1 (Radioskaf RS-6),USA/Russia,Tomsk Polytechnic University/Southwestern State University,Civil,Communications,LEO,397,407,92.6,5,8/17/17,1998-067NA,42912,Amateur radio.
Tanyusha YuZGU-2 (Radioskaf RS-7),USA/Russia,Tomsk Polytechnic University/Southwestern State University,Civil,Communications,LEO,398,409,92.6,5,8/17/17,1998-067NB,42913,Amateur radio.
"TDRS-10 (Tracking and Data Relay Satellite, TDRS-J)",USA,National Aeronautics and Space Administration (NASA),Government,Communications,GEO,35768,35802,1436.04,3180,12/4/02,2002-055A,27566,"Tracking and communications with space shuttle, other missions."
"TDRS-11 (Tracking and Data Relay Satellite, TDRS K)",USA,National Aeronautics and Space Administration (NASA)/Goddard Space Flight Center,Government,Communications,GEO,35732,35844,1436.18,3454,1/31/13,2013-004A,39070,New generation of tracking and commmunication satellites.
"TDRS-12 (Tracking and Data Relay Satellite, TDRS L)",USA,National Aeronautics and Space Administration (NASA),Government,Communications,GEO,35780,35785,1435.88,3454,1/23/14,2014-004A,39504,New generation of tracking and commmunication satellites.
"TDRS-13 (Tracking and Data Relay Satellite, TDRS M)",USA,National Aeronautics and Space Administration (NASA),Government,Communications,GEO,35755,35813,1436,3452,8/18/17,2017-047A,42915,
"TDRS-3 (Tracking and Data Relay Satellite, TDRS-C)",USA,National Aeronautics and Space Administration (NASA),Government,Communications,GEO,35693,35878,1436.06,3180,9/29/88,1988-091B,19548,Backup; still partially operational.
"TDRS-5 (Tracking and Data Relay Satellite, TDRS-E)",USA,SES Americom (SES [Société Européenne des Satellites (SES)]),Government/Commercial,Communications,GEO,35773,35796,1436.99,3180,8/2/91,1991-054B,21639,Used by South Pole station.
"TDRS-6 (Tracking and Data Relay Satellite, TDRS-F)",USA,National Aeronautics and Space Administration (NASA)/SES Americom (SES [Société Européenne des Satellites (SES)]),Government/Commercial,Communications,GEO,35773,35787,1435.7,3180,1/13/93,1993-003B,22314,"Tracking and communications with space shuttle, other missions; leased access to C-band by Americom."
"TDRS-7 (Tracking and Data Relay Satellite, TDRS-G)",USA,National Aeronautics and Space Administration (NASA),Government,Communications,GEO,35767,35803,1436.04,3180,7/13/95,1995-035B,23613,"Tracking and communications with space shuttle, other missions."
"TDRS-8 (Tracking and Data Relay Satellite, TDRS-H)",USA,National Aeronautics and Space Administration (NASA),Government,Communications,GEO,35768,35808,1436.2,3180,6/30/00,2000-034A,26388,"Tracking and communications with space shuttle, other missions; not fully functional."
"TDRS-9 (Tracking and Data Relay Satellite, TDRS-I)",USA,National Aeronautics and Space Administration (NASA),Government,Communications,GEO,35768,35809,1436.11,3180,3/8/02,2002-011A,27389,"Tracking and communications with space shuttle, other missions. In storage."
TechDemoSat-1,United Kingdom,Technology Strategy Board,Government,Technology Development,LEO,625,631,97.27,150,7/8/14,2014-037H,40076,"Carrying eight technology tests/experiments including measurement of sea state using radio waves reflected off the ocean surface, monitoring the space environment in the vicinity of the satellte for research into space weather, and activaion of a deOrbitSail."
Technosat,Germany,Technical University Berlin,Civil,Technology Demonstration,LEO,586,605,96.6,18,7/14/17,2017-042E,42829,Demonstrate a number of newly developed components in an operational setting.
"TecSAR (Ofeq 8, Polaris)",Israel,Defense Ministry,Military,Earth Observation,LEO,405,580,94.5,300,1/21/08,2008-002A,32476,Radar reconnaissance; one meter resolution. Said to carry a Synthetic Aperture Radar (SAR).
TeLEOS 1,Singapore,AgilSpace,Commercial,Earth Observation,LEO,535,550,95.5,400,12/16/15,2015-077D,41169,Offers 1 m high-resolution satellite imagery with an average revisit time of 12 to 16 hours.
Telkom 2,Indonesia,PT Telkomunikasi,Commercial,Communications,GEO,35781,35793,1436.1,1930,11/16/05,2005-046A,28902,"24 C-band transponders; internet, data, voice and video services to Indonesia."
Telkom 3S,Indonesia,PT Telkomunikasi,Commercial,Communications,GEO,35780,35795,1436.1,3550,2/14/17,2017-007A,41944,Will replace Telkom 2.
Telstar 11N,Canada,"Telesat Canada Ltd. (BCE, Inc.)",Commercial,Communications,GEO,35774,35801,1436.13,4010,2/26/09,2009-009A,34111,"39 Ku-band transponders; North America, Europe, Africa, across Atlantic."
Telstar 12 (Orion 2),Multinational,Eutelsat -- leased from Loral Skynet Satellite Services (Loral Global Alliance) ,Commercial,Communications,GEO,35773,35799,1436.09,3878,10/19/99,1999-059A,25949,"Voice and video communications to the Americas, Europe, and Africa"
Telstar 12V (Telstar 12 Vantage),Canada,"Telesat Canada Ltd. (BCE, Inc.)",Commercial,Communications,GEO,35645,35727,1436.1,4900,11/24/15,2015-068A,41036,Only second time Japan has successfully launched a commercial geosynchronous satellite into orbit.
Telstar 14R (Estrela do Sul 2),Canada,"Telesat Canada Ltd. (BCE, Inc.)",Commercial,Communications,GEO,35783,35791,1436.1,4970,5/20/11,2011-021A,37602,Five communications antennas and 46 Ku-band transponders -- 19 switchable and 27 fixed. Will also serve Brazil. Failed to fully deploy one of its solar panels.
Telstar 18 (Apstar 5),Multinational,Loral Skynet Satellite Services (Loral Global Alliance)/APT Satellite Holdings Ltd.,Commercial,Communications,GEO,35778,35795,1436.1,4640,6/29/04,2004-024A,28364,54 active transponders; one of the most powerful communications satellites built to date; coverage across East Asia and the Pacific Ocean
TerraSAR-X 1 (Terra Synthetic Aperture Radar X-Band),Germany,German Aerospace Center (DLR)/Infoterra,Government/Commercial,Earth Observation,LEO,507,509,94.8,1230,6/15/07,2007-026A,31698,"X-band radar system; monitor vegetation and crops across the globe, and special emphasis will be placed on keeping tabs on environmental changes. Commercial sale to business and military clients as well."
