Name,Country,Owner,Use,Purpose,OrbitClass,Perigee,Apogee,Period,Mass,LaunchDate,COSPAR,NORAD,Comments
Iridium 32 (Iridium  SV032),USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,776,779,100.4,689,9/14/97,1997-051B,24945,
Iridium 34 (Iridium SV034),USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,776,779,100.4,689,9/27/97,1997-056E,24969,
Iridium 35 (Iridium SV035),USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,776,779,100.4,689,9/27/97,1997-056B,24966,
Iridium 37 (Iridium SV037),USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,776,779,100.4,689,9/27/97,1997-056D,24968,
Iridium 41 (Iridium SV041),USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,776,779,100.4,689,11/9/97,1997-069B,25040,
Iridium 45 (Iridium SV045),USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,776,779,100.4,689,12/20/97,1997-082A,25104,
Iridium 46 (Iridium SV046),USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,776,779,100.4,689,8/21/97,1997-043C,24905,
Iridium 47 (Iridium SV047),USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,776,780,100.4,689,12/20/97,1997-082C,25106,
Iridium 49 (Iridium SV049),USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,776,779,100.4,689,12/20/97,1997-082E,25108,
Iridium 5 (Iridium SV005),USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,776,779,100.4,689,5/5/97,1997-020D,24795,"According to Rod Sladen, the only person who tracks the Iridium system, Iridium 51 may have replaced Iridium 5, but its not certain at this time."
Iridium 50 (Iridium SV050),USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,776,780,100.4,689,2/18/98,1998-010D,25172,
Iridium 51 (Iridium SV 051),USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,776,779,100.4,689,3/25/98,1998-018A,25262,Iridium 51 and Iridium 5 were first confused by OIG. They have been correctly separated.
Iridium 52 (Iridium SV052),USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,776,779,100.4,689,2/18/98,1998-010A,25169,
Iridium 53 (Iridium SV053),USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,776,779,100.4,689,2/18/98,1998-010E,25173,
Iridium 54 (Iridium SV054),USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,776,779,100.4,,2/18/98,1998-010C,25171,
Iridium 55 (Iridium SV055),USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,776,779,100.4,689,3/30/98,1998-019A,25272,
Iridium 56 (Iridium SV056),USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,776,779,100.4,689,2/18/98,1998-010B,25170,
Iridium 58 (Iridium SV058),USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,776,779,100.4,689,3/30/98,1998-019C,25274,
Iridium 59 (Iridium SV059),USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,776,780,100.4,689,3/30/98,1998-019D,25275,
Iridium 6 (Iridium SV006),USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,776,780,100.4,689,5/6/97,1997-020C,24794,
Iridium 60 (Iridium SV060),USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,776,779,100.4,689,3/30/98,1998-019E,25276,
Iridium 61 (Iridium SV061),USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,776,779,100.4,689,3/25/98,1998-018B,25263,
Iridium 62 (Iridium SV062),USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,776,779,100.4,689,4/7/98,1998-021A,25285,
Iridium 64 (Iridium SV064),USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,776,779,100.4,689,4/7/98,1998-021C,25287,
Iridium 65 (Iridium SV065),USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,776,779,100.4,689,4/7/98,1998-021D,25288,
Iridium 66 (Iridium SV066),USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,776,779,100.4,689,4/7/98,1998-021E,25289,
Iridium 67 (Iridium SV067),USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,776,779,100.4,689,4/7/98,1998-021F,25290,
Iridium 68 (Iridium SV068),USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,776,779,100.4,689,4/7/98,1998-021G,25291,
Iridium 7 (Iridium SV007),USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,776,779,100.4,689,5/5/97,1997-020B,24793,
Iridium 70 (Iridium SV070),USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,776,779,100.4,689,5/17/98,1998-032A,25342,
Iridium 72 (Iridium SV072),USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,776,779,100.4,689,5/17/98,1998-032B,25343,
Iridium 74 (Iridium SV074),USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,747,751,99.8,689,5/17/98,1998-032D,25345,
Iridium 75 (Iridium SV075),USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,776,779,100.4,689,5/17/98,1998-032E,25346,
Iridium 76 (Iridium SV076),USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,776,780,100.4,689,8/19/98,1998-048B,25432,"Spare; stored in 667 km storage orbit, not raised to 780 km operational orbit until needed"
Iridium 77 (Iridium SV077),USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,776,780,100.4,689,9/8/98,1998-051E,25471,
Iridium 8 (Iridium SV008),USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,776,779,100.4,689,5/5/97,1997-020A,24792,
Iridium 80 (Iridium SV080),USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,776,779,100.4,689,9/8/98,1998-051C,25469,
Iridium 81 (Iridium SV081),USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,776,779,100.4,689,9/8/98,1998-051B,25468,"Spare; stored in 667 km storage orbit, not raised to 780 km operational orbit until needed"
Iridium 83 (Iridium SV083),USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,776,779,100.4,689,11/6/98,1998-066E,25531,
Iridium 84 (Iridium SV084),USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,776,779,100.4,689,11/6/98,1998-066D,25530,"Spare; stored in 667 km storage orbit, not raised to 780 km operational orbit until needed"
Iridium 86 (Iridium SV086),USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,776,780,100.4,689,11/6/98,1998-066B,25528,Operational
Iridium 90 (Iridium SV090),USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,777,778,100.4,689,2/11/02,2002-005B,27373,"Spare; stored in 670 km storage orbit, not raised to 780 km operational orbit until needed"
Iridium 91 (Iridium SV091),USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,744,753,99.8,689,2/11/02,2002-005A,27372,"Spare; stored in 670 km storage orbit, not raised to 780 km operational orbit until needed"
Iridium 94 (Iridium SV094),USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,773,782,100.4,689,2/11/02,2002-005C,27374,"Spare; stored in 670 km storage orbit, not raised to 780 km operational orbit until needed"
Iridium 95 (Iridium SV095),USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,776,779,100.4,689,2/11/02,2002-005D,27375,"Spare; stored in 670 km storage orbit, not raised to 780 km operational orbit until needed"
Iridium 96 (Iridium SV096),USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,745,754,99.8,689,2/11/02,2002-005E,27376,"Spare; stored in 670 km storage orbit, not raised to 780 km operational orbit until needed"
Iridium 97 (Iridium SV097),USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,777,778,100.4,689,6/20/02,2002-031A,27450,"Spare; stored in 670 km storage orbit, not raised to 780 km operational orbit until needed"
Iridium 98 (Iridium SV098),USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,748,750,99.8,689,6/20/02,2002-031B,27451,Operational
Iridium Next SV 102,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,609,621,97,860,1/14/17,2017-003D,41920,Next generation expected to last to 2030
Iridium Next SV 103,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,610,623,97,860,1/14/17,2017-003B,41918,Next generation expected to last to 2030
Iridium Next SV 104,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,608,622,96.9,860,1/14/17,2017-003F,41922,Next generation expected to last to 2030
Iridium Next SV 105,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,608,622,97,860,1/14/17,2017-003E,41921,Next generation expected to last to 2030
Iridium Next SV 106,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,701,704,98.8,860,1/14/17,2017-003A,41917,Next generation expected to last to 2030
Iridium Next SV 108,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,608,622,96.9,860,1/14/17,2017-003H,41924,Next generation expected to last to 2030
Iridium Next SV 109,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,610,622,97,860,1/14/17,2017-003C,41919,Next generation expected to last to 2030
Iridium Next SV 111,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,607,622,96.9,860,1/14/17,2017-003K,41926,Next generation expected to last to 2030
Iridium Next SV 112,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,607,622,96.9,860,1/14/17,2017-003J,41925,Next generation expected to last to 2030
Iridium Next SV 113,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,607,624,97,860,6/25/17,2017-039A,42803,Next generation expected to last to 2030
Iridium Next SV 114,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,608,622,96.9,860,1/14/17,2017-003G,41923,Next generation expected to last to 2030
Iridium Next SV 115,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,606,623,97,860,6/25/17,2017-039D,42806,Next generation expected to last to 2030
Iridium Next SV 117,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,606,623,97,860,6/25/17,2017-039F,42808,Next generation expected to last to 2030
Iridium Next SV 118,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,608,625,97,860,6/25/17,2017-039E,42807,Next generation expected to last to 2030
Iridium Next SV 120,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,607,624,97,860,6/25/17,2017-039C,42805,Next generation expected to last to 2030
Iridium Next SV 121,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,608,625,97,860,6/25/17,2017-039K,42812,Next generation expected to last to 2030
Iridium Next SV 123,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,607,624,97,860,6/25/17,2017-039B,42804,Next generation expected to last to 2030
Iridium Next SV 124,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,608,625,97,860,6/25/17,2017-039H,42810,Next generation expected to last to 2030
Iridium Next SV 126,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,606,623,97,860,6/25/17,2017-039G,42809,Next generation expected to last to 2030
Iridium Next SV 128,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,609,625,97,860,6/25/17,2017-039J,42811,Next generation expected to last to 2030
IRIS (Interface Region Imaging Spectrometer),USA,National Aeronautics and Space Administration (NASA),Government,Space Science,LEO,620,664,97.5,236,6/28/13,2013-033A,39197,"Investigate the sun's corona, solar wind and atmosphere"
IRNSS-1A (Indian Regional Navigation Satellite System),India,Indian Space Research Organization (ISRO),Government,Navigation/Regional Positioning,GEO,35712,35872,1436,1425,7/1/13,2013-034A,39199,First of a seven-satellite system.
IRNSS-1B (Indian Regional Navigation Satellite System),India,Indian Space Research Organization (ISRO),Government,Navigation/Regional Positioning,GEO,35695,35880,1436.14,1432,4/4/14,2014-017A,39635,
IRNSS-1C (Indian Regional Navigation Satellite System),India,Indian Space Research Organization (ISRO),Government,Navigation/Regional Positioning,GEO,35690,35871,1435.8,1425,10/15/14,2014-061A,40269,
IRNSS-1D (Indian Regional Navigation Satellite System),India,Indian Space Research Organization (ISRO),Government,Navigation/Regional Positioning,GEO,35699,35834,1435.06,1425,3/30/15,2015-018A,40547,
IRNSS-1E (Indian Regional Navigation Satellite System),India,Indian Space Research Organization (ISRO),Government,Navigation/Regional Positioning,GEO,35695,35874,1436.01,1425,1/20/16,2016-003A,41241,
IRNSS-1F (Indian Regional Navigation Satellite System),India,Indian Space Research Organization (ISRO),Government,Navigation/Regional Positioning,GEO,35700,35874,1436.13,1425,3/10/16,2016-015A,41384,
IRNSS-1G (Indian Regional Navigation Satellite System),India,Indian Space Research Organization (ISRO),Government,Navigation/Regional Positioning,GEO,35774,35797,1436.05,1425,4/28/16,2016-027A,41469,Final satellite in the seven-satellite regional system.
IRS-P6 (Resourcesat-1),India,Indian Space Research Organization (ISRO),Government,Earth Observation,LEO,817,823,101.3,1360,10/17/03,2003-046A,28051,"Monitor agricultural, land, and water resources."
ISS,Multinational,National Aeronautics and Space Administration (NASA)/Multinational,Government,Space Science,LEO,401,422,92.8,419725,11/20/98,1998-067A,25544,The International Space Station or ISS is a habitable satellite in Low Earth Orbit. Its first component launched into orbit in 1998 while the last pressurized module was fitted in 2011. It is expected to be used until 2028. Development and assembly of the station continues with components scheduled for launch in 2018 and 2019. The ISS is the largest human-made body in low Earth orbit and can often be seen with the naked eye from Earth.
ITF-2 (Tsukuba Oscar 89),Japan,University of Tsukuba,Civil,Communications,LEO,397,408,92.6,1,1/16/17,1998-067KU,41932,Student built.
ITU-pSAT1 (Istanbul Technical University Picosat-1),Turkey,ITU Space Systems Design & Test Laboratory,Civil,Technology Development,LEO,710,721,99.1,1,9/23/09,2009-051E,35935,"Turkey's first university satellite; raise experienced staff on satellite systems in our country, and also to serve as a practical ground for the theoretically equipped graduate and undergraduate students of İTÜ Astronautics Department."
Jason 2,USA/France,National Aeronautics and Space Administration (NASA)/Centre National d'Etudes Spatiales (CNES)/NOAA/EUMETSAT,Government,Earth Observation,LEO,1332,1344,112.4,553,6/20/08,2008-032A,33105,Monitor sea surface level and wave heights.
Jason 3,USA/France,National Aeronautics and Space Administration (NASA)/Centre National d'Etudes Spatiales (CNES)/NOAA/EUMETSAT,Government,Earth Observation,LEO,1301,1324,111.8,553,1/17/16,2016-002A,41240,Monitor sea surface level and wave heights.
"JCSat 10 (Japan Communications Satellite 10, JCSat 3A)",Japan,Sky Perfect JSAT Corporation,Commercial,Communications,GEO,35772,35801,1436.1,4400,8/11/06,2006-033A,29272,"30 Ku-band, 12 C-band transponders."
"JCSat 110 (N-Sat-110, Superbird-D, Superbird-5, N-Sat-110)",Japan,Sky Perfect JSAT Corporation,Commercial,Communications,GEO,35784,35789,1436.11,3531,10/7/00,2000-060A,26559,24 Ku-band; voice and video communications to Japan.
JCSat 13 (Japan Communications Satellite 13),Japan,Sky Perfect JSAT Corporation,Commercial,Communications,GEO,35780,35791,1436.03,4500,5/15/12,2012-023A,38331,44 Ku-band transponders.
"JCSat 14 (JCSat 2B, Japan Communications Satellite 14)",Japan,Sky Perfect JSAT Corporation,Commercial,Communications,GEO,35861,35924,1441.5,4500,5/6/16,2016-028A,41471,
JCSat 15,Japan,Sky Perfect JSAT Corporation,Commercial,Communications,GEO,35721,35774,1434.1,3400,12/21/16,2016-082A,41903,Will replace N-Sat 110.
JCSat 16,Japan,Sky Perfect JSAT Corporation,Commercial,Communications,GEO,35786,35801,1436.01,4500,8/14/16,2016-050A,41729,
JCSat 1B (JCSAT 5),Japan,Sky Perfect JSAT Corporation,Commercial,Communications,GEO,35778,35794,1436.09,2982,12/2/97,1997-075A,25067,Ku-band; voice and video communications to Asian Pacific countries and Hawaii.
"JCSat 2A (JCSAT 8, Japan Communications Satellite 8)",Japan,Sky Perfect JSAT Corporation,Commercial,Communications,GEO,35788,35794,1436.1,2500,3/29/02,2002-015A,27399,"16 C-band, 16 Ku-band; coverage to Japan< East Asia, Australia and Hawaii."
"JCSat 4A (JCSAT 6, Japan Communications Satellite 6)",Japan,Sky Perfect JSAT Corporation,Commercial,Communications,GEO,33782,37768,1435.52,2900,2/15/99,1999-006A,25630,"32 Ku-band; multimedia and Internet access and voice, data and television signals to Japan."
"JCSat 9 (JCSat 5A, Japanese Communications Satellite 9)",Japan,Sky Perfect JSAT Corporation,Commercial,Communications,GEO,35776,35797,1436.1,4400,4/12/06,2006-010A,29045,"C-band, Ku-band, and S-band transponders."
"JCSat RA (JCSat 12, Japan Communications Satellite 12)",Japan,Sky Perfect JSAT Corporation,Commercial,Communications,GEO,35780,35794,1436.12,4000,8/21/09,2009-044A,35755,Backup for other JCSATs.
Jilin 1-3 (Lingqiao 3),China,Changchun Institute of Optics,Commercial,Earth Observation,LEO,531,544,97.54,400,1/9/17,2017-002B,41914,High resolution earth-imaging. First commercial satellite for earth observation in China.
"Jilin 1-A (Lingqiao Satellite, LQSat)",China,Changchun Institute of Optics,Commercial,Earth Observation,LEO,640,663,97.77,55,10/7/15,2015-057A,40958,Technology development in earth imaging.
"Jilin-1 (Lingqiao-A, Lingqiao Video A)",China,Changchun Institute of Optics,Commercial,Earth Observation,LEO,639,664,97.75,95,10/7/15,2015-057B,40959,High resolution video imaging.
"Jilin-1 (Lingqiao-B, Lingqiao Video B)",China,Changchun Institute of Optics,Commercial,Earth Observation,LEO,639,663,97.74,95,10/7/15,2015-057C,40960,High resolution video imaging.
"Jilin-1-1 (Optical A, Lingqiao 1)",China,Changchun Institute of Optics,Commercial,Earth Observation,LEO,638,662,97.73,400,10/7/15,2015-057D,40961,High resolution earth-imaging. First commercial satellite for earth observation in China.
Jugnu,India,Indian Institute of Technology Kanpur,Civil,Earth Observation,LEO,839,866,102,3,10/12/11,2011-058B,37839,The mission goal is to make a nanosatellite at IIT Kanpur that would serve the following applications: 1. Micro Imaging System; 2. GPS receiver for locating the position of satellite in the orbit; 3. MEMS based IMU (Inertial Measurement Unit)
Kaidun-1 (Caton-1),China,Caton Universal Technology Ltd.,Government,Technology Development,LEO,530,546,95.4,2,1/9/17,2017-002C,41915,Test technologies of low-orbit narrow-band communication and VHF Data Exchange System (VDES)
Kaituo-1A (Xinyan-2),China,China Aerospace Science and Technology Corp. (CASC),Government,Technology Development,LEO,518,536,95.18,130,9/19/15,2015-049F,40904,
Kalpana-1 (Metsat-1),India,Indian Space Research Organization (ISRO),Government,Earth Observation,GEO,35783,35789,1436.08,1060,9/12/02,2002-043A,27525,Carries a VHRR (Very High Resolution Radiometer); Data Relay Transponder
Kanopus-B (Kanopus Vulcan 1),Russia,Scientific Production Corporation (joint stock creation of Russian Space Agency),Government,Earth Observation,LEO,501,505,94.7,400,7/22/12,2012-039A,38707,Will provide users with operational hydro-meteorological information.
Kanopus-V-IK-2,Russia,Roscosmos State Corporation,Government,Earth Observation,LEO,505,508,94.7,500,7/14/17,2017-042A,42825,Also carries an infrared sensor to detect and localize the source of wildfires.
KazEOSat-1 (Kazcosmos Earth Observation Satellite),Kazakhstan,Kazcosmos,Government,Earth Observation,LEO,751,754,99.87,830,4/30/14,2014-024A,39731,"High-resolution observation satellite owned by Kazakhstan, tasks including monitoring of natural and agricultural resources, provision of mapping data, and support for rescue operations in the event of a natural disaster."
KazEOSat-2 (kazcosmos Earth Observation Satellite),Kazakhstan,Kazcosmos,Government,Earth Observation,LEO,612,636,97.19,185,6/19/14,2014-033A,40010,Medium-resolution observaton satellite owned by Kazakshstan.
KazSat-2,Kazakhstan,JSC KazSat,Commercial,Communications,GEO,35786,35788,1436.13,1300,7/15/11,2011-035B,37749,Replaced KazSat-1.
KazSat-3,Kazakhstan,JSC KazSat,Commercial,Communications,GEO,35784,35789,1436.08,,4/28/14,2014-023B,39728,"Communications satellite for Kazakhstan to provide point-to-point links, TV and high-speed Internet."
Kent Ridge 1,Singapore,National University of Singapore,Civil,Earth Observation,LEO,534,551,95.49,78,12/16/15,2015-077B,41167,Medium resolution hyperspectral camera and shortwave infrared hyperspectral camera. Its secondary payload is a real-time high resolution video camera.
"Keyhole 5 (Advanced KH-11, KH-12-5, Improved Crystal, EIS-3, USA 186)",USA,National Reconnaissance Office (NRO),Military,Earth Observation,LEO,264,1050,97,18000,10/19/05,2005-042A,28888,$1 billion satellite; last use of Titan IV as launch vehicle.
"Keyhole 6 (NRO L49, Advanced KH-11, KH-12-6, Improved Crystal, USA 224)",USA,National Reconnaissance Office (NRO),Military,Earth Observation,LEO,200,1000,97,18000,1/20/11,2011-002A,37348,Believed to be KH-11 class.
"Keyhole 7 (NRO L65, Advanced KH-11, Improved Crystal, USA 245)",USA,National Reconnaissance Office (NRO),Military,Earth Observation,LEO,257,997,97.25,18000,8/28/13,2013-043A,39232,Believed to be KH-11 class.
Kirameki 2 (DSN-2),Japan,Ministry of Defense,Military,Communications,GEO,35764,35810,1436.1,,1/24/17,2017-005A,41940,X-Band satellite dedicated to military. 
Kizuna (WINDS - Wideband InterNetworking engineering Demonstration Satellite),Japan,Japan Aerospace Exploration Agency (JAXA),Government,Technology Development,GEO,35776,35796,1436.1,4850,2/23/08,2008-007A,32500,"Technology demonstration; carries ultra-fast, 1.2 Gbps direct-to-home downlink in Ka-band."
KJSY-1 (Kongjian Shiyan-1),China,Tsinghua University,Civil,Technology Development,LEO,520,540,95.23,1,9/19/15,2015-049R,40914,Released from Naxing 2 satellite after insertion into orbit.
"KKS-1 (Kouku Kousen Satellite One, Kiseki)",Japan,Tokyo Metropolitan College of Industrial Technology,Civil,Technology Development,LEO,651,667,97.92,3,1/23/09,2009-002H,33499,"Experiments on micro-thrusters, basic experiments on 3-axis attitude control and take land images with a camera."
"Kompsat-2 (Arirang 2, Korean planned Multipurpose Satellite-2)",South Korea,Korea Aerospace Research Institute (KARI),Government/Commercial,Earth Observation/Technology Development,LEO,676,698,98.5,800,7/28/06,2006-031A,29268,"High-resolution, multispectral images of Earth's surface."
"Kompsat-3 (Arirang 3, Korean Multipurpose Satellite-3)",South Korea,Korea Aerospace Research Institute (KARI),Government/Commercial,Earth Observation,LEO,679,696,98.5,980,5/17/12,2012-025B,38338,"Support Geographical Information Systems, environmental, agricultural and oceanographic monitoring. There may also be a miltary/strategic imaging role."
"Kompsat-3A (Arirang 3A, Korean Multipurpose Satellite-3A)",South Korea,Korea Aerospace Research Institute (KARI),Government/Commercial,Earth Observation,LEO,522,540,95.25,980,3/25/15,2015-014A,40536,"Support Geographical Information Systems, environmental, agricultural and oceanographic monitoring. There may also be a miltary/strategic imaging role."
"Kompsat-5 (Arirang 5, Korean Multipurpose Satellite-4)",South Korea,Korea Aerospace Research Institute (KARI),Government/Commercial,Earth Observation,LEO,535,552,95.5,1400,8/22/13,2013-042A,39227,To develop the first Korean SAR (Synthetic Aperture Radar) Satellite
Kondor (Cosmos 2487),Russia,Ministry of Defense,Military,Earth Observation,LEO,497,501,94.6,1150,6/27/13,2013-032A,39194,Radar imaging satellite.
Koreasat 5 (Mugungwha 5),South Korea,KT Corporation/Korean Agency for Defense Development (ADD),Military/Commercial,Communications,GEO,35780,35792,1436.1,4450,8/22/06,2006-034A,29349,"24 Ku-band, 8 SHF-band, and 4 Ka-band transponders for commercial and military use."
Koreasat 6 (Mugungwha 6),South Korea,KT Corporation,Commercial,Communications,GEO,35780,35794,1436.12,2850,12/29/10,2010-070B,37265,Enhanced HD and 3D satellite TV programs. 30 Ku-and transponders. Will replace Koreasat 3.
Koreasat 7 (Mugungwha 7),South Korea,KT Corporation,Commercial,Communications,GEO,35781,35791,1436.08,3680,5/4/17,2017-023A,42691,
"Lacrosse/Onyx 3 (Lacrosse-3, USA 133)",USA,National Reconnaissance Office (NRO),Military,Earth Observation,LEO,671,675,98.2,14500,10/24/97,1997-064A,25017,"$1 billion range; space-based imaging radar, uses radar pulses to see through clouds, fog, haze, darkness and generate images."
"Lacrosse/Onyx 4 (Lacrosse-4, USA 152)",USA,National Reconnaissance Office (NRO),Military,Earth Observation,LEO,574,676,97.21,14500,8/17/00,2000-047A,26473,$1 billion range; 3-10 ft. image resolution.
"Lacrosse/Onyx 5 (Lacrosse-5, NROL 16, USA 182)",USA,National Reconnaissance Office (NRO),Military,Earth Observation,LEO,713,716,99.08,14500,4/30/05,2005-016A,28646,$1 billion range.
Landsat 7,USA,National Aeronautics and Space Administration (NASA)/US Geological Survey,Government,Earth Observation,LEO,702,703,98.8,2744,4/15/99,1999-020A,25682,Remote sensing; polar orbit.
Landsat 8,USA,National Aeronautics and Space Administration (NASA)/US Geological Survey,Government,Earth Observation,LEO,700,705,98.8,2780,2/11/13,2013-008A,39084,Replacement for Landsat 5.
LaoSat-1,Laos,Laos National Authority for Science and Technology,Government,Communications,GEO,35788,35800,1436.1,3800,11/20/15,2015-067A,41034,First satellite for Laos - co-owned with the China Asia-Pacific Mobile Telecommunications Satellite Co. 
LAPAN A2,Indonesia,Indonesian National Aeronautics and  Space Agency (Lembaga Penerbangan dan Antariksa Nasional - LAPAN),Government,Earth Observation,LEO,631,650,97.53,68,9/24/15,2015-052B,40931,"Disaster mitigation monitoring by Earth observation, also for land use, natural resources and environment monitoring."
LAPAN A3,Indonesia,Indonesian National Aeronautics and  Space Agency (Lembaga Penerbangan dan Antariksa Nasional - LAPAN),Government,Earth Observation,LEO,501,517,94.8,115,6/22/16,2016-040E,41603,Experimental remote sensing mission. Carries AIS and amateur radio.
LAPAN-Tubsat (LAPAN A1),Indonesia,Indonesian National Aeronautics and  Space Agency (Lembaga Penerbangan dan Antariksa Nasional - LAPAN),Government,Earth Observation/Technology Development,LEO,617,637,97.2,60,1/10/07,2007-001A,29709,Video camera surveillance microsatellite; based on German DLR-Tubsat; will perform experiments in attitude control and earth observation.
LatinSat A,Argentina,Aprize Satellite Argentina,Commercial,Communications,LEO,610,668,97.5,,12/20/02,2002-058H,27612,"Nanosatellite; planned constellation of 48 satellites, little LEO; asset tracking and monitoring services."
LatinSat B ,Argentina,Aprize Satellite Argentina,Commercial,Communications,LEO,603,717,97.9,,12/20/02,2002-058B,27606,"Nanosatellite; planned constellation of 48 satellites, little LEO; asset tracking and monitoring services."
Lemur-1,USA,Spire Global Inc.,Commercial,Technology Development,LEO,612,697,97.82,4,6/19/14,2014-033AL,40044,Prototype. Earth imaging constellation.
Lemur-2 Chris (Lemur-2 F4),USA,Spire Global Inc.,Commercial,Earth Observation,LEO,635,649,97.57,10,9/28/15,2015-052G,40936,
Lemur-2 Jeroen (Lemur-2 F3),USA,Spire Global Inc.,Commercial,Earth Observation,LEO,635,649,97.57,10,9/28/15,2015-052F,40935,
Lemur-2 Joel (Lemur-2 F1),USA,Spire Global Inc.,Commercial,Earth Observation,LEO,629,649,97.49,10,9/28/15,2015-052D,40933,Start of a 100-satellite constellation for full worldwide weather and other data every five minutes.
Lemur-2 Peter (Lemur-2 F2),USA,Spire Global Inc.,Commercial,Earth Observation,LEO,634,650,97.56,10,9/28/15,2015-052E,40934,
Lemur-2-AndiS (Lemur 2F47),USA,Spire Global Inc.,Commercial,Earth Observation,LEO,586,598,96.5,10,7/14/17,2017-042P,42838,
Lemur-2-Angela (Lemur 2F31),USA,Spire Global Inc.,Commercial,Earth Observation,LEO,476,490,94.2,10,4/18/17,2017-019C,42753,
Lemur-2-Anubhavthakur (Lemur 2-F16),USA,Spire Global Inc.,Commercial,Earth Observation,LEO,498,507,94.6,10,10/17/16,2016-062E,41873,
Lemur-2-ArtFischer (Lemur 2F43),USA,Spire Global Inc.,Commercial,Earth Observation,LEO,585,601,96.5,10,7/14/17,2017-042BJ,42881,
Lemur-2-Austintacious (Lemur2-F20),USA,Spire Global Inc.,Commercial,Earth Observation,LEO,396,408,92.6,10,12/9/16,1998-067LD,42068,
